GeneID	ID	DexseqFragment	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	riExonStart_0base	riExonEnd	exonBaseMean	dispersion	stat	pvalue	padj	Bnaive	CD8naive	log2fold_CD8naive_Bnaive	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.case_bnaive	countData.case_cd8naive	transcripts
ENSG00000161016.17	SE_86074	E012	RPL8	chr8	-							86074	0,0,0,0,0	1186,905,634,3677,2520	2,0,2,1,0	1860,2299,3056,1995,2724	186	100	1	1.0	0.0,0.0,0.0,0.0,0.0	0.001,0.0,0.0,0.0,0.0	-0.0	144790677	144790763	144790354	144790470	144791276	144791495			7.3556564432678	0.139826955905708	2.10875080765609	0.146458831213433	0.73953973889301	5.44318935056133	4.04180547760195	-0.869270588133374	chr8	144790678	144790763	86	-	8,8,9,8,12	8,2,10,1,6	ENST00000529920.5, ENST00000534781.1
ENSG00000161016.17	SE_86075	E018	RPL8	chr8	-							86075	1853,1413,864,5882,4060	0,0,0,0,0	2882,3738,4576,2951,4281	0,0,0,1,0	319	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.999,1.0	0.0	144791276	144791495	144789765	144789962	144792365	144792390			2167.2033330651	0.000278128893280425	0.345116634941576	0.556890588018854	0.953378931186911	47.9890591699769	47.8692073164666	-0.014540521719649	chr8	144791371	144791495	125	-	2405,3461,2522,1097,1852	2578,2348,1768,2733,1835	ENST00000531975.5, ENST00000525232.5, ENST00000394920.6, ENST00000529163.5, ENST00000529920.5, ENST00000262584.7, ENST00000526668.5, ENST00000528957.5, ENST00000532702.1, ENST00000533397.5
ENSG00000161016.17	SE_86075	E017	RPL8	chr8	-							86075	1853,1413,864,5882,4060	0,0,0,0,0	2882,3738,4576,2951,4281	0,0,0,1,0	319	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.999,1.0	0.0	144791276	144791495	144789765	144789962	144792365	144792390			1799.20443311862	0.000308470530274329	0.817455539212915	0.365925158199323	0.893464863556255	45.5916733211591	45.8469434877878	0.0312240533180486	chr8	144791311	144791370	60	-	1953,2880,2069,917,1459	2193,1903,1480,2381,1533	ENST00000531975.5, ENST00000525232.5, ENST00000394920.6, ENST00000529163.5, ENST00000529920.5, ENST00000262584.7, ENST00000526668.5, ENST00000528957.5, ENST00000532702.1
ENSG00000161016.17	SE_86075	E016	RPL8	chr8	-							86075	1853,1413,864,5882,4060	0,0,0,0,0	2882,3738,4576,2951,4281	0,0,0,1,0	319	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.999,1.0	0.0	144791276	144791495	144789765	144789962	144792365	144792390			1096.28875455086	0.000858006421073075	0.775935296873769	0.378387160430671	0.898499651212078	39.8215367912819	40.1733234714629	0.044314025778176	chr8	144791308	144791310	3	-	1170,1789,1256,577,839	1315,1116,893,1508,970	ENST00000527914.5, ENST00000531975.5, ENST00000525232.5, ENST00000394920.6, ENST00000529163.5, ENST00000529920.5, ENST00000262584.7, ENST00000526668.5, ENST00000528957.5, ENST00000532702.1
ENSG00000161016.17	SE_86075	E015	RPL8	chr8	-							86075	1853,1413,864,5882,4060	0,0,0,0,0	2882,3738,4576,2951,4281	0,0,0,1,0	319	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.999,1.0	0.0	144791276	144791495	144789765	144789962	144792365	144792390			1266.11347516249	0.0008735518520514	1.20651272479159	0.272023869182863	0.846082895173783	41.4411544245258	41.8723288440722	0.0537757024275614	chr8	144791277	144791307	31	-	1361,2032,1428,669,970	1516,1289,1040,1769,1097	ENST00000527914.5, ENST00000531975.5, ENST00000525232.5, ENST00000394920.6, ENST00000529163.5, ENST00000529920.5, ENST00000262584.7, ENST00000526668.5, ENST00000528296.5, ENST00000532702.1, ENST00000528957.5, ENST00000533397.5
ENSG00000161016.17	SE_86076	E018	RPL8	chr8	-							86076	4438,3415,2141,13533,9480	0,0,0,0,0	6707,8732,10655,7171,9964	0,0,1,0,0	319	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	0.0	144791276	144791495	144790354	144790470	144791772	144791872			2167.2033330651	0.000278128893280425	0.345116634941576	0.556890588018854	0.953378931186911	47.9890591699769	47.8692073164666	-0.014540521719649	chr8	144791371	144791495	125	-	2405,3461,2522,1097,1852	2578,2348,1768,2733,1835	ENST00000531975.5, ENST00000525232.5, ENST00000394920.6, ENST00000529163.5, ENST00000529920.5, ENST00000262584.7, ENST00000526668.5, ENST00000528957.5, ENST00000532702.1, ENST00000533397.5
ENSG00000161016.17	SE_86076	E017	RPL8	chr8	-							86076	4438,3415,2141,13533,9480	0,0,0,0,0	6707,8732,10655,7171,9964	0,0,1,0,0	319	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	0.0	144791276	144791495	144790354	144790470	144791772	144791872			1799.20443311862	0.000308470530274329	0.817455539212915	0.365925158199323	0.893464863556255	45.5916733211591	45.8469434877878	0.0312240533180486	chr8	144791311	144791370	60	-	1953,2880,2069,917,1459	2193,1903,1480,2381,1533	ENST00000531975.5, ENST00000525232.5, ENST00000394920.6, ENST00000529163.5, ENST00000529920.5, ENST00000262584.7, ENST00000526668.5, ENST00000528957.5, ENST00000532702.1
ENSG00000161016.17	SE_86076	E016	RPL8	chr8	-							86076	4438,3415,2141,13533,9480	0,0,0,0,0	6707,8732,10655,7171,9964	0,0,1,0,0	319	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	0.0	144791276	144791495	144790354	144790470	144791772	144791872			1096.28875455086	0.000858006421073075	0.775935296873769	0.378387160430671	0.898499651212078	39.8215367912819	40.1733234714629	0.044314025778176	chr8	144791308	144791310	3	-	1170,1789,1256,577,839	1315,1116,893,1508,970	ENST00000527914.5, ENST00000531975.5, ENST00000525232.5, ENST00000394920.6, ENST00000529163.5, ENST00000529920.5, ENST00000262584.7, ENST00000526668.5, ENST00000528957.5, ENST00000532702.1
ENSG00000161016.17	SE_86076	E015	RPL8	chr8	-							86076	4438,3415,2141,13533,9480	0,0,0,0,0	6707,8732,10655,7171,9964	0,0,1,0,0	319	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	0.0	144791276	144791495	144790354	144790470	144791772	144791872			1266.11347516249	0.0008735518520514	1.20651272479159	0.272023869182863	0.846082895173783	41.4411544245258	41.8723288440722	0.0537757024275614	chr8	144791277	144791307	31	-	1361,2032,1428,669,970	1516,1289,1040,1769,1097	ENST00000527914.5, ENST00000531975.5, ENST00000525232.5, ENST00000394920.6, ENST00000529163.5, ENST00000529920.5, ENST00000262584.7, ENST00000526668.5, ENST00000528296.5, ENST00000532702.1, ENST00000528957.5, ENST00000533397.5
ENSG00000163682.16	SE_30473	E010	RPL9	chr4	-							30473	438,314,166,1026,799	1,0,0,1,1	695,1360,1609,872,1439	0,0,1,0,0	166	100	1	1.0	0.996,1.0,1.0,0.998,0.998	1.0,1.0,0.999,1.0,1.0	-0.001	39454863	39454929	39454561	39454649	39456405	39456538			1238.75015461222	0.0277508843956125	1.27644582184075	0.258560921960983	0.837801260847688	41.5865147364552	40.9315119841193	-0.0818773655675411	chr4	39454864	39454929	66	-	1165,1674,1175,318,586	2000,1256,740,3178,797	ENST00000295955.13, ENST00000503040.5, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000504470.2, ENST00000506581.6, ENST00000644328.1, ENST00000511643.6
ENSG00000163682.16	SE_30474	E011	RPL9	chr4	-							30474	1403,671,361,4210,2968	1,0,0,1,1	1698,2843,7767,1818,4992	0,0,1,0,0	181	100	1	1.0	0.999,1.0,1.0,1.0,0.999	1.0,1.0,1.0,1.0,1.0	-0.0	39454863	39454944	39454532	39454649	39456405	39456538			918.501563060965	0.0771706576178644	0.563422684016075	0.452884469023953	0.924835211965544	37.8729343287237	37.7103195983971	-0.020804317405787	chr4	39454930	39454944	15	-	878,1364,929,176,323	1530,712,499,2723,431	ENST00000295955.13, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000504470.2, ENST00000506581.6, ENST00000644328.1, ENST00000511643.6
ENSG00000163682.16	SE_30474	E010	RPL9	chr4	-							30474	1403,671,361,4210,2968	1,0,0,1,1	1698,2843,7767,1818,4992	0,0,1,0,0	181	100	1	1.0	0.999,1.0,1.0,1.0,0.999	1.0,1.0,1.0,1.0,1.0	-0.0	39454863	39454944	39454532	39454649	39456405	39456538			1238.75015461222	0.0277508843956125	1.27644582184075	0.258560921960983	0.837801260847688	41.5865147364552	40.9315119841193	-0.0818773655675411	chr4	39454864	39454929	66	-	1165,1674,1175,318,586	2000,1256,740,3178,797	ENST00000295955.13, ENST00000503040.5, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000504470.2, ENST00000506581.6, ENST00000644328.1, ENST00000511643.6
ENSG00000163682.16	SE_30475	E011	RPL9	chr4	-							30475	544,397,210,1298,1032	1,0,3,5,4	849,1629,1982,1037,1771	0,0,4,0,3	181	100	1	1.0	0.997,1.0,0.975,0.993,0.993	1.0,1.0,0.996,1.0,0.997	-0.007	39454863	39454944	39454532	39454649	39457585	39457681			918.501563060965	0.0771706576178644	0.563422684016075	0.452884469023953	0.924835211965544	37.8729343287237	37.7103195983971	-0.020804317405787	chr4	39454930	39454944	15	-	878,1364,929,176,323	1530,712,499,2723,431	ENST00000295955.13, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000504470.2, ENST00000506581.6, ENST00000644328.1, ENST00000511643.6
ENSG00000163682.16	SE_30475	E010	RPL9	chr4	-							30475	544,397,210,1298,1032	1,0,3,5,4	849,1629,1982,1037,1771	0,0,4,0,3	181	100	1	1.0	0.997,1.0,0.975,0.993,0.993	1.0,1.0,0.996,1.0,0.997	-0.007	39454863	39454944	39454532	39454649	39457585	39457681			1238.75015461222	0.0277508843956125	1.27644582184075	0.258560921960983	0.837801260847688	41.5865147364552	40.9315119841193	-0.0818773655675411	chr4	39454864	39454929	66	-	1165,1674,1175,318,586	2000,1256,740,3178,797	ENST00000295955.13, ENST00000503040.5, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000504470.2, ENST00000506581.6, ENST00000644328.1, ENST00000511643.6
ENSG00000163682.16	SE_30476	E015	RPL9	chr4	-							30476	1838,1188,631,6778,4638	1,0,3,5,4	4826,6710,10543,3968,7797	0,0,4,0,3	233	100	1	1.0	0.999,1.0,0.989,0.998,0.998	1.0,1.0,0.999,1.0,0.999	-0.003	39456405	39456538	39454532	39454649	39457585	39457681			2343.5169314322	0.0110843127607691	0.000267887851975956	0.986941383092991	1.0	48.4016956222393	48.824496633776	0.0511793264877731	chr4	39456406	39456538	133	-	1873,3283,2254,564,1046	3741,2951,1989,5433,1720	ENST00000503040.5, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000437992.2, ENST00000511075.5, ENST00000504470.2, ENST00000644328.1, ENST00000295955.13
ENSG00000163682.16	SE_30477	E015	RPL9	chr4	-							30477	2709,1472,788,9728,6655	8,10,6,27,64	5694,7957,16392,4758,11077	16,29,39,7,48	233	100	0.0860128670052	0.8856592354829577	0.993,0.984,0.983,0.994,0.978	0.993,0.992,0.994,0.997,0.99	-0.007	39456405	39456538	39454863	39454944	39457585	39457681			2343.5169314322	0.0110843127607691	0.000267887851975956	0.986941383092991	1.0	48.4016956222393	48.824496633776	0.0511793264877731	chr4	39456406	39456538	133	-	1873,3283,2254,564,1046	3741,2951,1989,5433,1720	ENST00000503040.5, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000437992.2, ENST00000511075.5, ENST00000504470.2, ENST00000644328.1, ENST00000295955.13
ENSG00000163682.16	SE_30478	E015	RPL9	chr4	-							30478	1161,288,160,3938,2682	0,0,0,0,2	876,1261,8432,799,4448	0,1,1,2,0	233	100	1	1.0	1.0,1.0,1.0,1.0,0.998	1.0,0.998,1.0,0.994,1.0	0.001	39456405	39456538	39454863	39454944	39458193	39458309			2343.5169314322	0.0110843127607691	0.000267887851975956	0.986941383092991	1.0	48.4016956222393	48.824496633776	0.0511793264877731	chr4	39456406	39456538	133	-	1873,3283,2254,564,1046	3741,2951,1989,5433,1720	ENST00000503040.5, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000437992.2, ENST00000511075.5, ENST00000504470.2, ENST00000644328.1, ENST00000295955.13
ENSG00000163682.16	SE_30479	E020	RPL9	chr4	-							30479	1229,1079,594,5016,3880	0,0,0,0,2	4217,6507,6501,3909,6147	0,1,1,2,0	196	100	1	1.0	1.0,1.0,1.0,1.0,0.999	1.0,1.0,1.0,0.999,1.0	-0.0	39457585	39457681	39454863	39454944	39458193	39458309			3124.04323317457	0.00382022065187846	1.60015740520919	0.205880905547608	0.799442181015459	51.7161182748348	52.3438309422218	0.0752608084193156	chr4	39457597	39457681	85	-	2146,4131,3051,875,1637	4799,4913,3289,5827,2869	ENST00000503040.5, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000437992.2, ENST00000645585.1, ENST00000511075.5, ENST00000514842.6, ENST00000504470.2, ENST00000506581.6, ENST00000295955.13
ENSG00000163682.16	SE_30479	E019	RPL9	chr4	-							30479	1229,1079,594,5016,3880	0,0,0,0,2	4217,6507,6501,3909,6147	0,1,1,2,0	196	100	1	1.0	1.0,1.0,1.0,1.0,0.999	1.0,1.0,1.0,0.999,1.0	-0.0	39457585	39457681	39454863	39454944	39458193	39458309			1891.07128158648	0.00226597368687028	1.00190213296389	0.316850684693979	0.870628476687799	45.8300202892115	46.2644195829456	0.0530653292695753	chr4	39457586	39457596	11	-	1355,2529,1799,530,969	2844,2880,1955,3710,1635	ENST00000503040.5, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000437992.2, ENST00000645585.1, ENST00000511075.5, ENST00000514842.6, ENST00000504470.2, ENST00000295955.13
ENSG00000163682.16	SE_30480	E020	RPL9	chr4	-							30480	2768,2255,1216,10777,7789	0,2,0,0,0	9020,13175,14422,7862,12728	1,1,0,1,0	196	100	1	1.0	1.0,0.998,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.0	39457585	39457681	39455810	39456538	39458193	39458309			3124.04323317457	0.00382022065187846	1.60015740520919	0.205880905547608	0.799442181015459	51.7161182748348	52.3438309422218	0.0752608084193156	chr4	39457597	39457681	85	-	2146,4131,3051,875,1637	4799,4913,3289,5827,2869	ENST00000503040.5, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000437992.2, ENST00000645585.1, ENST00000511075.5, ENST00000514842.6, ENST00000504470.2, ENST00000506581.6, ENST00000295955.13
ENSG00000163682.16	SE_30480	E019	RPL9	chr4	-							30480	2768,2255,1216,10777,7789	0,2,0,0,0	9020,13175,14422,7862,12728	1,1,0,1,0	196	100	1	1.0	1.0,0.998,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.0	39457585	39457681	39455810	39456538	39458193	39458309			1891.07128158648	0.00226597368687028	1.00190213296389	0.316850684693979	0.870628476687799	45.8300202892115	46.2644195829456	0.0530653292695753	chr4	39457586	39457596	11	-	1355,2529,1799,530,969	2844,2880,1955,3710,1635	ENST00000503040.5, ENST00000508595.6, ENST00000645496.1, ENST00000503277.6, ENST00000449470.6, ENST00000437992.2, ENST00000645585.1, ENST00000511075.5, ENST00000514842.6, ENST00000504470.2, ENST00000295955.13
ENSG00000163682.16	SE_30481	E025	RPL9	chr4	-							30481	1142,1036,532,4307,3391	3,0,2,1,5	3517,5402,5140,3364,5274	3,1,5,0,1	147	100	1	1.0	0.996,1.0,0.995,1.0,0.998	0.999,1.0,0.999,1.0,1.0	-0.002	39458393	39458440	39457804	39458309	39458890	39458915			1550.50919757567	0.00919436677677186	0.0466234149059801	0.829046553811177	1.0	43.8141573982793	43.7853578581453	-0.00355238492692322	chr4	39458394	39458440	47	-	1047,2024,1601,478,908	2437,2580,1652,2468,1543	ENST00000503040.5, ENST00000645496.1, ENST00000503277.6, ENST00000437992.2, ENST00000449470.6, ENST00000645585.1, ENST00000642337.1, ENST00000511075.5, ENST00000514842.6, ENST00000645894.1, ENST00000504470.2, ENST00000295955.13
ENSG00000163682.16	SE_30482	E026	RPL9	chr4	-							30482	1043,985,504,4052,3188	3,0,2,1,5	3162,4919,4742,3172,4609	3,1,5,0,1	148	100	1	1.0	0.996,1.0,0.994,1.0,0.998	0.999,1.0,0.998,1.0,1.0	-0.002	39458393	39458441	39458193	39458309	39458890	39458897			126.451367955643	0.0103558086281097	0.0167635509776574	0.89698249195322	1.0	18.596501792724	18.1819827821042	-0.0765470154001981	chr4	39458441	39458441	1	-	96,162,128,44,69	194,205,117,190,153	ENST00000504470.2, ENST00000645585.1, ENST00000449470.6, ENST00000514842.6
ENSG00000163682.16	SE_30482	E025	RPL9	chr4	-							30482	1043,985,504,4052,3188	3,0,2,1,5	3162,4919,4742,3172,4609	3,1,5,0,1	148	100	1	1.0	0.996,1.0,0.994,1.0,0.998	0.999,1.0,0.998,1.0,1.0	-0.002	39458393	39458441	39458193	39458309	39458890	39458897			1550.50919757567	0.00919436677677186	0.0466234149059801	0.829046553811177	1.0	43.8141573982793	43.7853578581453	-0.00355238492692322	chr4	39458394	39458440	47	-	1047,2024,1601,478,908	2437,2580,1652,2468,1543	ENST00000503040.5, ENST00000645496.1, ENST00000503277.6, ENST00000437992.2, ENST00000449470.6, ENST00000645585.1, ENST00000642337.1, ENST00000511075.5, ENST00000514842.6, ENST00000645894.1, ENST00000504470.2, ENST00000295955.13
ENSG00000163682.16	SE_30483	E027	RPL9	chr4	-							30483	1142,1061,548,4343,3424	3,0,2,1,5	3393,5301,5132,3548,5004	3,1,5,0,1	305	100	1	1.0	0.992,1.0,0.989,0.999,0.996	0.997,0.999,0.997,1.0,0.999	-0.003	39458393	39458598	39458193	39458309	39458890	39458923			123.512292418108	0.0159278963061312	0.00777930219516065	0.929717437092774	1.0	18.4016892430456	17.9933296363573	-0.0759745260878351	chr4	39458442	39458598	157	-	99,149,121,43,70	183,190,113,184,167	ENST00000504470.2, ENST00000449470.6, ENST00000514842.6
ENSG00000163682.16	SE_30483	E026	RPL9	chr4	-							30483	1142,1061,548,4343,3424	3,0,2,1,5	3393,5301,5132,3548,5004	3,1,5,0,1	305	100	1	1.0	0.992,1.0,0.989,0.999,0.996	0.997,0.999,0.997,1.0,0.999	-0.003	39458393	39458598	39458193	39458309	39458890	39458923			126.451367955643	0.0103558086281097	0.0167635509776574	0.89698249195322	1.0	18.596501792724	18.1819827821042	-0.0765470154001981	chr4	39458441	39458441	1	-	96,162,128,44,69	194,205,117,190,153	ENST00000504470.2, ENST00000645585.1, ENST00000449470.6, ENST00000514842.6
ENSG00000163682.16	SE_30483	E025	RPL9	chr4	-							30483	1142,1061,548,4343,3424	3,0,2,1,5	3393,5301,5132,3548,5004	3,1,5,0,1	305	100	1	1.0	0.992,1.0,0.989,0.999,0.996	0.997,0.999,0.997,1.0,0.999	-0.003	39458393	39458598	39458193	39458309	39458890	39458923			1550.50919757567	0.00919436677677186	0.0466234149059801	0.829046553811177	1.0	43.8141573982793	43.7853578581453	-0.00355238492692322	chr4	39458394	39458440	47	-	1047,2024,1601,478,908	2437,2580,1652,2468,1543	ENST00000503040.5, ENST00000645496.1, ENST00000503277.6, ENST00000437992.2, ENST00000449470.6, ENST00000645585.1, ENST00000642337.1, ENST00000511075.5, ENST00000514842.6, ENST00000645894.1, ENST00000504470.2, ENST00000295955.13
ENSG00000164587.13	SE_43715	E005	RPS14	chr5	-							43715	0,1,0,5,6	555,326,207,1145,753	5,1,7,26,6	1773,2711,1981,1743,2416	263	100	1	1.0	0.0,0.001,0.0,0.002,0.003	0.001,0.0,0.001,0.006,0.001	-0.001	150444478	150444641	150444237	150444353	150445608	150445685			5.89728267702924	0.235361539715892	0.900200672348149	0.342727909220635	0.882989063444129	4.60017022259687	3.92020576236643	-0.466036163412605	chr5	150444479	150444641	163	-	4,4,5,2,5	3,1,7,10,20	ENST00000518139.5
ENSG00000164587.13	SE_43716	E009	RPS14	chr5	-							43716	1290,1064,516,3415,2478	0,0,0,0,1	5219,7897,6546,5206,7036	0,0,0,0,0	262	100	1	1.0	1.0,1.0,1.0,1.0,0.999	1.0,1.0,1.0,1.0,1.0	-0.0	150446801	150446963	150445608	150445685	150449702	150449739			2632.34916195614	0.00144486471715222	0.386079599669301	0.534367362954062	0.948250912178734	48.963984435716	49.1654753146283	0.0243554840629283	chr5	150446938	150446963	26	-	1535,2000,1981,707,1082	4668,4933,3041,4877,3256	ENST00000521466.5, ENST00000519690.1, ENST00000312037.6, ENST00000401695.8, ENST00000518139.5, ENST00000642507.1, ENST00000407193.7
ENSG00000164587.13	SE_43716	E008	RPS14	chr5	-							43716	1290,1064,516,3415,2478	0,0,0,0,1	5219,7897,6546,5206,7036	0,0,0,0,0	262	100	1	1.0	1.0,1.0,1.0,1.0,0.999	1.0,1.0,1.0,1.0,1.0	-0.0	150446801	150446963	150445608	150445685	150449702	150449739			2987.94829452189	0.000507900468806357	0.0504958292868594	0.822202729144164	1.0	50.629533922161	50.5330310885127	-0.0116136328223	chr5	150446802	150446937	136	-	1839,2378,1990,820,1384	5253,5747,3552,5172,3714	ENST00000521466.5, ENST00000519690.1, ENST00000312037.6, ENST00000401695.8, ENST00000518139.5, ENST00000642507.1, ENST00000407193.7, ENST00000519855.1
ENSG00000164587.13	SE_43717	E011	RPS14	chr5	-							43717	3122,2444,1478,8752,8207	0,0,2,2,2	13719,20410,19860,14435,19927	6,8,2,5,1	251	100	1	1.0	1.0,1.0,0.997,0.999,0.999	0.999,0.999,1.0,0.999,1.0	-0.0	150447584	150447735	150446801	150446963	150449702	150449739			3669.47483419928	0.000525383804608291	0.451722823701004	0.501517946321617	0.939511592327494	52.9878063103482	53.1167998137785	0.0154290453598911	chr5	150447585	150447735	151	-	2065,2972,2737,972,1577	6609,6929,4411,6472,4594	ENST00000521466.5, ENST00000519690.1, ENST00000312037.6, ENST00000401695.8, ENST00000518139.5, ENST00000642507.1, ENST00000407193.7
ENSG00000164924.18	SE_71983	E019	YWHAZ	chr8	-							71983	373,481,338,1805,979	0,0,1,0,0	529,925,1125,662,717	0,0,0,0,1	196	100	1	1.0	1.0,1.0,0.994,1.0,1.0	1.0,1.0,1.0,1.0,0.997	-0.001	100923954	100924050	100916522	100920752	100924134	100924298			321.967327646959	0.00027349228066885	0.54708556559217	0.459510981680281	0.926774951925064	26.6094669587569	26.3661512025795	-0.0358908715852095	chr8	100923987	100924050	64	-	301,644,327,245,375	273,332,178,388,253	ENST00000395951.7, ENST00000521607.5, ENST00000395953.6, ENST00000395958.6, ENST00000395957.6, ENST00000419477.6, ENST00000522542.5, ENST00000353245.7, ENST00000480304.5, ENST00000395948.6, ENST00000457309.2, ENST00000518736.5, ENST00000523848.5, ENST00000522819.5, ENST00000521309.5, ENST00000395956.7, ENST00000517727.5
ENSG00000164924.18	SE_71983	E018	YWHAZ	chr8	-							71983	373,481,338,1805,979	0,0,1,0,0	529,925,1125,662,717	0,0,0,0,1	196	100	1	1.0	1.0,1.0,0.994,1.0,1.0	1.0,1.0,1.0,1.0,0.997	-0.001	100923954	100924050	100916522	100920752	100924134	100924298			227.879982144712	0.000371023182058425	1.12262932424909	0.28935299609116	0.856460980935045	23.4119492266714	23.0022550368123	-0.0650045627265872	chr8	100923985	100923986	2	-	219,474,233,181,244	193,227,129,273,174	ENST00000395951.7, ENST00000521607.5, ENST00000395953.6, ENST00000395958.6, ENST00000395957.6, ENST00000419477.6, ENST00000522542.5, ENST00000353245.7, ENST00000480304.5, ENST00000395948.6, ENST00000457309.2, ENST00000518736.5, ENST00000523848.5, ENST00000522819.5, ENST00000521309.5, ENST00000395956.7
ENSG00000164924.18	SE_71983	E017	YWHAZ	chr8	-							71983	373,481,338,1805,979	0,0,1,0,0	529,925,1125,662,717	0,0,0,0,1	196	100	1	1.0	1.0,1.0,0.994,1.0,1.0	1.0,1.0,1.0,1.0,0.997	-0.001	100923954	100924050	100916522	100920752	100924134	100924298			264.107756985962	0.000296994795280767	0.833397259847601	0.361292011885719	0.891614725373289	24.7266640673316	24.4065960247085	-0.0491517680791063	chr8	100923955	100923984	30	-	246,551,264,210,286	218,267,146,336,193	ENST00000395951.7, ENST00000521607.5, ENST00000395953.6, ENST00000395958.6, ENST00000395957.6, ENST00000419477.6, ENST00000522542.5, ENST00000353245.7, ENST00000480304.5, ENST00000395948.6, ENST00000457309.2, ENST00000523848.5, ENST00000522819.5, ENST00000521309.5, ENST00000395956.7
ENSG00000164924.18	SE_71984	E019	YWHAZ	chr8	-							71984	181,245,164,905,480	1,1,1,0,0	256,466,547,277,340	0,0,3,0,1	196	100	1	1.0	0.989,0.992,0.988,1.0,1.0	1.0,1.0,0.989,1.0,0.994	-0.003	100923954	100924050	100916522	100920752	100924915	100924988			321.967327646959	0.00027349228066885	0.54708556559217	0.459510981680281	0.926774951925064	26.6094669587569	26.3661512025795	-0.0358908715852095	chr8	100923987	100924050	64	-	301,644,327,245,375	273,332,178,388,253	ENST00000395951.7, ENST00000521607.5, ENST00000395953.6, ENST00000395958.6, ENST00000395957.6, ENST00000419477.6, ENST00000522542.5, ENST00000353245.7, ENST00000480304.5, ENST00000395948.6, ENST00000457309.2, ENST00000518736.5, ENST00000523848.5, ENST00000522819.5, ENST00000521309.5, ENST00000395956.7, ENST00000517727.5
ENSG00000164924.18	SE_71984	E018	YWHAZ	chr8	-							71984	181,245,164,905,480	1,1,1,0,0	256,466,547,277,340	0,0,3,0,1	196	100	1	1.0	0.989,0.992,0.988,1.0,1.0	1.0,1.0,0.989,1.0,0.994	-0.003	100923954	100924050	100916522	100920752	100924915	100924988			227.879982144712	0.000371023182058425	1.12262932424909	0.28935299609116	0.856460980935045	23.4119492266714	23.0022550368123	-0.0650045627265872	chr8	100923985	100923986	2	-	219,474,233,181,244	193,227,129,273,174	ENST00000395951.7, ENST00000521607.5, ENST00000395953.6, ENST00000395958.6, ENST00000395957.6, ENST00000419477.6, ENST00000522542.5, ENST00000353245.7, ENST00000480304.5, ENST00000395948.6, ENST00000457309.2, ENST00000518736.5, ENST00000523848.5, ENST00000522819.5, ENST00000521309.5, ENST00000395956.7
ENSG00000164924.18	SE_71984	E017	YWHAZ	chr8	-							71984	181,245,164,905,480	1,1,1,0,0	256,466,547,277,340	0,0,3,0,1	196	100	1	1.0	0.989,0.992,0.988,1.0,1.0	1.0,1.0,0.989,1.0,0.994	-0.003	100923954	100924050	100916522	100920752	100924915	100924988			264.107756985962	0.000296994795280767	0.833397259847601	0.361292011885719	0.891614725373289	24.7266640673316	24.4065960247085	-0.0491517680791063	chr8	100923955	100923984	30	-	246,551,264,210,286	218,267,146,336,193	ENST00000395951.7, ENST00000521607.5, ENST00000395953.6, ENST00000395958.6, ENST00000395957.6, ENST00000419477.6, ENST00000522542.5, ENST00000353245.7, ENST00000480304.5, ENST00000395948.6, ENST00000457309.2, ENST00000523848.5, ENST00000522819.5, ENST00000521309.5, ENST00000395956.7
