Name	Length	EffectiveLength	PBMC1.CC7W2ANXX.SM2.120717p2.C2	PBMC1.CC7W2ANXX.SM2.120717p2.C6	PBMC1.CC7W2ANXX.SM2.120717p3.B6	PBMC1.CC7W2ANXX.SM2.120717p4.A11	PBMC1.CC7W2ANXX.SM2.120717p4.A3	PBMC1.CC7W2ANXX.SM2.120717p4.B1	PBMC1.CC7W2ANXX.SM2.120717p4.C8	PBMC1.CC7W2ANXX.SM2.120717p4.D5	PBMC1.CC7W2ANXX.SM2.120717p4.E2	PBMC1.CC7W2ANXX.SM2.120717p4.E3	PBMC1.CC7W2ANXX.SM2.120717p4.F5	PBMC1.CC7W2ANXX.SM2.120717p4.H11	PBMC1.CC7W2ANXX.SM2.120717p5.A10	PBMC1.CC7W2ANXX.SM2.120717p5.B5	PBMC1.CC7W2ANXX.SM2.120717p5.C12	PBMC1.CC7W2ANXX.SM2.120717p5.D11	PBMC1.CC7W2ANXX.SM2.120717p5.G1	PBMC1.CC7W2ANXX.SM2.120717p5.G10	PBMC1.CC7W2ANXX.SM2.120717p5.G2	PBMC1.CC7W2ANXX.SM2.120717p6.A12	PBMC1.CC7W2ANXX.SM2.120717p6.C8	PBMC1.CC7W2ANXX.SM2.120717p6.D11	PBMC1.CC7W2ANXX.SM2.120717p6.E10	PBMC1.CC7W2ANXX.SM2.120717p6.F10	PBMC1.CC7W2ANXX.SM2.120717p6.G7	PBMC2.CC86JANXX.SM2.011818p1.A11	PBMC2.CC86JANXX.SM2.011818p1.A8	PBMC2.CC86JANXX.SM2.011818p1.C4	PBMC2.CC86JANXX.SM2.011818p1.E9	PBMC2.CC86JANXX.SM2.011818p3.A10	PBMC2.CC86JANXX.SM2.011818p3.B8	PBMC2.CC86JANXX.SM2.011818p3.C7	PBMC2.CC86JANXX.SM2.011818p3.D10	PBMC2.CC86JANXX.SM2.011818p3.E6	PBMC2.CC86JANXX.SM2.011818p3.F7	PBMC2.CC86JANXX.SM2.011818p3.F9	PBMC2.CC86JANXX.SM2.011818p3.G10	PBMC2.CC86JANXX.SM2.011818p3.G3	PBMC2.CC86JANXX.SM2.011818p3.H4	PBMC2.CC86JANXX.SM2.011818p4.A11	PBMC2.CC86JANXX.SM2.011818p4.A4	PBMC2.CC86JANXX.SM2.011818p4.A5	PBMC2.CC86JANXX.SM2.011818p4.A9	PBMC2.CC86JANXX.SM2.011818p4.B12	PBMC2.CC86JANXX.SM2.011818p4.B3	PBMC2.CC86JANXX.SM2.011818p4.C1	PBMC2.CC86JANXX.SM2.011818p4.C2	PBMC2.CC86JANXX.SM2.011818p4.C4	PBMC2.CC86JANXX.SM2.011818p4.C6	PBMC2.CC86JANXX.SM2.011818p4.D11	PBMC2.CC86JANXX.SM2.011818p4.D2	PBMC2.CC86JANXX.SM2.011818p4.D3	PBMC2.CC86JANXX.SM2.011818p4.E1	PBMC2.CC86JANXX.SM2.011818p4.E11	PBMC2.CC86JANXX.SM2.011818p4.E7	PBMC2.CC86JANXX.SM2.011818p4.F10	PBMC2.CC86JANXX.SM2.011818p4.F3	PBMC2.CC86JANXX.SM2.011818p4.F4	PBMC2.CC86JANXX.SM2.011818p4.F7	PBMC2.CC86JANXX.SM2.011818p4.G3	PBMC2.CC86JANXX.SM2.011818p4.G9	PBMC2.CC86JANXX.SM2.011818p4.H10	PBMC2.CC86JANXX.SM2.011818p4.H8	PBMC2.CC86JANXX.SM2.011818p5.A10	PBMC2.CC86JANXX.SM2.011818p5.A4	PBMC2.CC86JANXX.SM2.011818p5.B1	PBMC2.CC86JANXX.SM2.011818p5.B12	PBMC2.CC86JANXX.SM2.011818p5.B4	PBMC2.CC86JANXX.SM2.011818p5.C11	PBMC2.CC86JANXX.SM2.011818p5.C2	PBMC2.CC86JANXX.SM2.011818p5.C3	PBMC2.CC86JANXX.SM2.011818p5.D10	PBMC2.CC86JANXX.SM2.011818p5.E10	PBMC2.CC86JANXX.SM2.011818p5.E11	PBMC2.CC86JANXX.SM2.011818p5.E3	PBMC2.CC86JANXX.SM2.011818p5.E8	PBMC2.CC86JANXX.SM2.011818p5.E9	PBMC2.CC86JANXX.SM2.011818p5.G6	PBMC2.CC86JANXX.SM2.011818p5.G9	PBMC2.CC86JANXX.SM2.011818p5.H8
ENST00000514455.5|ENSG00000204628.12|OTTHUMG00000163380.15|OTTHUMT00000373346.1|RACK1-233|RACK1|791|protein_coding|	791	467.569	101.258	0	20.1345	0	0	0	0	6.11879	1.29548	0.990254	9.39215	35.0046	0	0	0	9.39431	0	0	0	0	4.94466	0	125.503	0	0	0	0	2.26812	4.9365	24.7172	0	0	0	6.92555	0	0	0	0	0	6.72979	0	1.20796	0	8.42372	0	0	0	0	0	0	0	0	0	3.27274	0	0	0	0	0	1.12696	0	30.1254	0	1.19857	0	0	0	0.543447	0	25.2467	0	0	0	0	0.000785628	0	0	0	0	1.08364
ENST00000509148.1|ENSG00000204628.12|OTTHUMG00000163380.15|OTTHUMT00000373345.2|RACK1-221|RACK1|888|protein_coding|	888	562.945	0	0	145.337	0	0	0	0	0	0	0	0	0	0	0	0	3.19079	0	0	0	0	0	202.501	0	0	0	0	0	0	0	54.3843	0	0	0	0	23.803	0	164.998	0	0	0	0	0	0	34.0083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.477	0	0	0	0	0	0	0	107.479	0	0	0	0	0	0	0	0	0	0
ENST00000502905.5|ENSG00000204628.12|OTTHUMG00000163380.15|OTTHUMT00000373355.1|RACK1-205|RACK1|643|protein_coding|	643	326.65	0	0	30.3172	0	0	0	0	0	0	0	0	0	0	0	110.966	0	0	0	0	0	0	0	22.126	0	54.0379	0	0	0	0	0	7.12389	0	0	0	0	0	0	0	5.10775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000511566.5|ENSG00000204628.12|OTTHUMG00000163380.15|OTTHUMT00000373357.1|RACK1-225|RACK1|825|protein_coding|	825	500.916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67042	0	0	0	0	0	0	0	0	0	81.3473	0	5.38188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000504128.5|ENSG00000204628.12|OTTHUMG00000163380.15|OTTHUMT00000373297.2|RACK1-209|RACK1|990|protein_coding|	990	663.642	93.6406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000502844.5|ENSG00000204628.12|OTTHUMG00000163380.15|OTTHUMT00000373304.3|RACK1-203|RACK1|1460|protein_coding|	1460	1132.77	0	0	0	4.10502	0	0	19.4742	0	0	3.12707	0	0	4.48466	0	0	0	0.480497	1.62375	0	1.54507	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37566	0	0	0	3.51179	1.07095	0	0	0	0	0	0	0	0	1.74674	0	0	0	0	0	4.39798	0	0	0	0	2.91438	0	8.48898	0	0	0	0	0	1.42215	0	0	0.410769	0	0	0	0	6.32511	1.50189	0	0	0	0
ENST00000513027.3|ENSG00000204628.12|OTTHUMG00000163380.15|OTTHUMT00000373302.2|RACK1-229|RACK1|697|protein_coding|	697	377.028	0	2.95729	0	0	0	0	0	0	0	0	0	124.334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77115	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.9412	0	0	0	0
ENST00000626067.1|ENSG00000204628.12|OTTHUMG00000163380.15|-|RACK1-235|RACK1|564|protein_coding|	564	256.69	18.4974	7.99214	89.7911	0	0	0	0	0	4.72912	0	0	0	0	0	62.9245	0	0	7.29715e-07	0	1.33272	0	0.532429	0	0	0	0	0	8.51234	0	0	0	0	0.00314791	0	0.814072	0	0	0.68713	0	0	0.00473572	0	0	0	0	0	0	0.00178731	0	0	0	0	0	0	0	0	0	4.29446	0	0	0	0	0	0	0	3.8814	1.03498e-06	0	0	0	0.052251	0	0	0	9.19779	0	0	0	0	0
ENST00000396634.5|ENSG00000206503.13|OTTHUMG00000130501.3|OTTHUMT00000252909.1|HLA-A-204|HLA-A|1868|protein_coding|	1868	1540.77	0	24.0993	0	64.4416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.3412	0	4.60975	0	0	0	0	14.9761	10.6739	0	0	0	0	0	4.62218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000376806.9|ENSG00000206503.13|OTTHUMG00000130501.3|OTTHUMT00000252910.1|HLA-A-202|HLA-A|1854|protein_coding|	1854	1526.77	0	0.0252309	0	0.279819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.2047	0	17.752	0	0	3.79365	0	46.4245	48.3026	0	17.7257	0	0	0	18.6809	36.2725	33.9389	0	35.6243	8.90471	0	21.443	47.6231	100.719	0	74.9401	8.74155	34.7022	0	81.2605	36.8813	31.5371	35.9421	64.5634	8.28182	14.9526	18.974	29.6197	1.09101	0	0	29.6331	23.1543	0	37.9699	0	0.000475043	32.7192	29.9001	39.978	20.6904	23.5082	0	0	25.9761
ENST00000376809.10|ENSG00000206503.13|OTTHUMG00000130501.3|OTTHUMT00000504354.2|HLA-A-203|HLA-A|1535|protein_coding|	1535	1207.77	734.371	977.568	1193.61	617.308	258.542	558.062	775.8	921.154	795.211	1727.04	1077.68	535.128	632.448	428.205	155.14	229.309	335.821	1735.93	0	596.181	247.212	812.953	1705.92	1427	511.051	484.067	148.63	515.424	431.487	148.816	138.048	0	481.491	451.308	583.391	312.908	190.408	690.629	399.087	83.6786	395.683	307.7	569.12	855.958	221.236	169.482	178.997	146.237	483.524	236.866	470.154	129.859	191.371	805.424	509.982	137.725	327.587	618.535	1189.46	172.048	593.945	524.722	448.135	631.658	10.4819	679.098	684.167	150.912	440.85	359.84	484.54	276.118	854.902	619.408	511.611	498.275	263.688	233.902	303.613	398.554
ENST00000638375.1|ENSG00000206503.13|OTTHUMG00000130501.3|-|HLA-A-209|HLA-A|975|protein_coding|	975	648.82	29.9147	0	0	0	31.5927	0	0	0	0	0	1.93508e-07	0	0	14.7414	17.4697	6.86987e-06	0	0	0	0	28.4723	3.68256	0	0	14.4891	0	0	0	0	2.91856e-07	0	4.76109	0	0	0	0	7.99879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10747	0	0	0	0	0	0	19.2764	0	16.5819	1.23794e-06	12.7971	0	0	0	0
ENST00000640615.1|ENSG00000234745.11|OTTHUMG00000031153.7|-|HLA-B-258|HLA-B|240|protein_coding|	240	66.4709	2.08058	0	8.13126	0	0	3.22126	3.42969	4.28837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.474	0	0	0	0	0	0	0	2.43164	6.3959	29.3705	0	14.5717	0	8.04284	18.0844	0	0	8.65605	0	0	5.13843	0	1.07927	11.0839	0	14.7902	4.52376	9.28462	14.3	3.72209	0	9.44092	0	0.000706613	22.5959	5.60324	0	0	0	0	0	0	15.8789	4.10682	0	0	10.103	0	1.26483e-05	1.59874	5.52677	0	20.1936	0.66193	0	4.19565
ENST00000412585.7|ENSG00000234745.11|OTTHUMG00000031153.7|OTTHUMT00000076280.5|HLA-B-249|HLA-B|1536|protein_coding|	1536	1208.77	2106.21	1330.35	2315.96	19.5318	459.042	1375.59	1601.93	851.46	1075.08	2133.9	5702.19	1746.55	1629.29	1624.81	1384.19	2672.63	962.517	2260.92	3138.48	1806.16	1372.56	585.662	1658.06	1488.73	1889.28	2116.54	1036.78	792.613	962.543	448.826	211.377	1249.19	789.734	955.937	1117.25	630.437	1083.62	1183.94	590.903	719.12	1379.08	668.37	1254.97	1357.03	307.254	1071.24	690.691	157.445	659.848	359.467	1210.31	410.638	1300.03	773.185	805.333	1120.22	234.311	709.683	1534.77	622.243	2675.24	2437.21	1554.02	1304.44	728.141	983.134	1288.72	1119.81	1852.27	832.871	260.571	867.045	1010.51	732.647	879.129	1034.6	1211.35	1005.69	2012.86	310.762
ENST00000639848.1|ENSG00000234745.11|OTTHUMG00000031153.7|-|HLA-B-256|HLA-B|1089|protein_coding|	1089	761.766	0	0	0	265.654	0	0	0	0	0	0	72.0233	0	0	0	0	50.1582	6.74532	0	0	6.77838	0	0	0	0	0	4.48372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000640094.1|ENSG00000234745.11|OTTHUMG00000031153.7|-|HLA-B-257|HLA-B|147|protein_coding|	147	44.5791	1.59604	18.5024	7.65064	6.94128	1.48841	22.4492	5.26467	3.29899	2.42535	10.2597	9.87906	22.273	10.4335	4.32649	1.98699	7.74571	1.62486	8.21029	0	1.25925	27.1885	4.57138	9.16847	0	3.29203	0	0	0	0	0	0	0	0	0	0	0	24.1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08466	0	0	0	0	0	0	1.71216	6.97206	0	0	5.86477	0	0	0	0	0	2.50029	0	1.89677	0	0	0	4.27244	1.84394	3.90292	0	0
ENST00000434333.1|ENSG00000234745.11|OTTHUMG00000031153.7|OTTHUMT00000258072.2|HLA-B-250|HLA-B|863|protein_coding|	863	538.297	0	0	0	0	0	0	0	0	0	0	23.4514	0	0	0	0	0	0	2.79584	62.0554	0	0	20.9577	2.91592	0	0	0	0	0	0	1.20494	0	0	0	0	5.23798	2.49658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1727	0	0	3.0784	0	0	0	13.3539	0	0	2.53944	0	0	0	0	0	0	0	15.2591	0	0	0	0	2.2822	13.999	0
ENST00000374982.5|ENSG00000204287.14|OTTHUMG00000031269.4|OTTHUMT00000076587.3|HLA-DRA-201|HLA-DRA|1169|protein_coding|	1169	841.766	71.0865	167.788	191.945	106.529	113.373	98.9053	46.8551	336.869	11.4478	177.431	592.855	266.014	95.5236	469.66	311.462	110.485	84.063	89.4458	0	212.229	113.12	233.559	210.411	296.644	53.6656	282.477	149.648	78.1999	52.0223	240.935	44.8509	146.233	58.6523	12.2602	30.7286	37.1746	396.361	23.4883	99.6378	77.6467	33.1523	0	24.235	73.243	8.34088	95.5567	96.4202	0	55.9819	55.8813	85.1411	171.845	86.5427	0	107.465	121.276	0	14.223	62.9031	86.9544	93.531	121.476	22.3726	286.582	51.7918	129.059	51.884	78.1479	93.0379	81.6075	41.5378	215.258	196.833	379.205	75.0953	206.188	104.684	183.95	94.1955	51.067
ENST00000395388.7|ENSG00000204287.14|OTTHUMG00000031269.4|OTTHUMT00000076586.3|HLA-DRA-202|HLA-DRA|1235|protein_coding|	1235	907.766	1077.91	3397.21	7225.05	2577.47	3076.63	3478.09	722.145	4630.13	6267.55	1824.57	3010.14	4883.99	3516.48	2401.34	3464.54	4107.51	4399.94	4371.55	8482	2794.77	2545.88	2407.44	4615.59	4982.36	3142.33	2419.52	1746.35	2157.8	2159.98	1856.06	819.149	1667.77	2904.35	1448.74	1104.27	1452.83	6641.64	2820.51	3373.36	1726.35	1687.85	1979	1681.77	1586.76	798.659	2454.44	1521.58	1136	2622.02	687.119	2585.86	1137.15	3169.46	445	2004.54	4227.72	0	2875.78	6899.1	2431.05	5750.47	2249.52	2090.63	5361.42	3591.21	2654.94	3629.12	1287.85	2064.96	2994.39	1896.46	3028.74	3965.17	4755.8	2288.9	3034.81	2297.32	2898.05	1843.8	1871.93
ENST00000419277.5|ENSG00000231389.7|OTTHUMG00000031058.7|OTTHUMT00000076071.3|HLA-DPA1-242|HLA-DPA1|1704|protein_coding|	1704	1376.77	1006.25	1747.88	3059.62	1374.48	1170.62	362.98	872.601	1844.11	1665.9	3496.22	4059.02	1333.29	1370.85	641	421.203	1992.1	702	331.994	3341.04	1291.22	814.677	512.525	1711.61	869.583	369.864	1320.98	720.991	893.151	1606.15	954.994	478.515	349.495	510.17	258.238	769.8	734.627	2294.78	1147.05	1427.9	1148.37	619.921	291.28	606.384	509.86	470.649	417.034	834.004	585.069	801.428	306.462	1362.06	353.328	664.514	659.802	1047.96	1326.33	0	1699.41	2354.8	1130.41	1520.36	1454.58	1740.66	2000.16	966.786	1542.41	1604.49	1331.65	888.78	1373.1	263.759	1402.13	1308.22	2120.52	924.197	1376.26	418.665	732.986	877.191	880.672
ENST00000437811.1|ENSG00000231389.7|OTTHUMG00000031058.7|OTTHUMT00000276607.1|HLA-DPA1-243|HLA-DPA1|1375|protein_coding|	1375	1047.77	20.8804	0	654.072	0	0	503.723	115.274	103.845	0	0	114.26	273.34	0	0	0	0	0	225.416	0	0	0	0	540.079	93.2618	161.158	0	0	0	0	0	0	0	0	0	0	0	0	27.8199	25.7003	247.653	0	0	0	0	0	165.053	144.858	0	0	0	0	0	0	115.826	0	0	0	0	0	0	0	0	205.904	8.24974	0	108.614	0	0	161.687	149.855	0	0	0	124.06	78.4826	0	0	165.853	0	0
ENST00000453337.1|ENSG00000231389.7|OTTHUMG00000031058.7|OTTHUMT00000076072.5|HLA-DPA1-244|HLA-DPA1|918|protein_coding|	918	592.535	81.2403	37.8308	483.542	13.6316	0	87.709	144.608	68.9258	2.01586	15.2262	5.73726e-05	0	0.404251	0	20.6966	74.7193	0	74.1407	0	0	31.5658	36.6575	0	170.719	89.65	4.08338	1.17638e-06	0	5.69402e-08	1.8277e-06	0.0149934	27.1272	0	0.000112848	0.0628865	6.7574	0	49.1087	1.20898e-07	2.05966e-08	0	0.576821	0	0	25.698	51.7817	49.0254	89.6802	1.44632e-05	5.75221	0	32.7802	4.77704	1.16343	0	0	0	0	0	39.9244	0	34.3512	82.8175	0.0211615	0	0	0	0	46.6998	39.9937	28.3681	0	1.63739e-08	0	21.4345	0	6.30183e-07	0	0	10.1668
ENST00000418931.7|ENSG00000223865.11|OTTHUMG00000031076.7|OTTHUMT00000076106.3|HLA-DPB1-211|HLA-DPB1|3991|protein_coding|	3991	3663.77	156.66	202.334	643.507	390.041	422.516	193.224	165.78	714.46	228.301	138.567	498.525	166.126	274.376	219.738	379.514	264.128	162.703	247.933	1.40766	123.258	161.696	219.073	585.08	510.308	341.332	62.2345	232.506	146.652	303.251	163.059	128.21	73.9584	247.109	60.3497	110.798	28.0465	530.833	354.732	211.689	124.974	92.798	224.981	216.578	218.38	127.898	85.5734	138.868	287.053	274.79	274.669	149.168	219.567	162.401	327.089	302.723	359.107	10.0938	250.868	545.281	192.12	550.433	195.277	179.219	542.709	55.4089	399.95	430.854	140.022	449.033	302.742	173.672	161.657	275.081	404.979	443.173	382.471	135.721	311.636	158.407	208.566
ENST00000428835.5|ENSG00000223865.11|OTTHUMG00000031076.7|OTTHUMT00000076108.6|HLA-DPB1-212|HLA-DPB1|688|protein_coding|	688	368.514	198.414	279.761	855.706	467.229	275.707	131.792	138.81	984.426	163.582	179.563	725.408	260.905	298.237	344.605	476.438	320.651	238.443	246.8	39.3415	108.714	252.071	337.002	644.424	539.944	496.241	74.8807	218.163	137.535	384.05	164.425	153.084	81.5377	322.228	54.8023	165.524	37.5215	554.45	178.949	234.355	169.381	128.594	240.127	223.173	65.1203	125.811	120.651	184.408	379.128	294.74	380.323	154.082	191.145	210.642	376.335	221.89	348.624	3.32594	133.977	638.731	221.718	617.863	186.578	214.282	380.885	82.2693	459.033	461.254	207.025	383.532	302.351	195.395	193.635	259.212	483.5	387.138	323.058	175.476	177.769	171.277	140.369
ENST00000416804.1|ENSG00000223865.11|OTTHUMG00000031076.7|OTTHUMT00000076104.2|HLA-DPB1-210|HLA-DPB1|1361|protein_coding|	1361	1033.77	65.7394	115.463	546.441	235.828	264.882	253.336	167.027	568.991	249.815	77.4686	423.572	82.6796	285.033	220.46	434.832	146.539	85.8187	157.446	9.21111	133.908	99.9923	150.802	493.744	368.756	265.736	2.63199	194.899	138.704	271.907	176.621	113.918	10.2905	338.203	75.6994	79.145	9.16649	350.397	272.608	138.439	146.547	151.163	117.739	202.282	152.867	133.438	110.902	123.103	243.603	140.991	201.943	111.684	204.399	123.647	220.742	215.958	422.052	10.6952	331.869	538.709	206.344	576.387	169.563	154.573	148.015	40.6123	372.885	351.812	113.267	389.711	261.809	74.1739	132.711	235.631	335.477	682.93	352.614	70.255	136.39	177.938	225.853
ENST00000474973.5|ENSG00000231500.7|OTTHUMG00000031053.4|OTTHUMT00000076058.3|RPS18-233|RPS18|589|protein_coding|	589	278.137	0	0	0	0	0	0	0	11.245	3.83264	3.66309	0	0	0	0	3.75446	0	4.36322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3049	4.29524	0	0	0	0	45.4517	0	0	0	0	35.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96993	0	0	0	0	0	0	0	0	0	0	54.9333	0	0	0	0	5.35995	0	0	0	0	0
ENST00000439602.7|ENSG00000231500.7|OTTHUMG00000031053.4|OTTHUMT00000076059.3|RPS18-230|RPS18|549|protein_coding|	549	244.086	1052	680.736	295.373	1292.71	208	712.137	782.969	1713.71	1123.51	834.337	2404.98	695	862.001	1159.89	1436.11	182.996	348.637	1006.84	0	177	818.286	245.846	932	1293.77	775.973	587.319	634.998	117	547.435	815	207.601	416.858	885.981	705.553	927.855	519.886	377	792.565	955.534	265	164.038	170	716.858	452.66	462.884	666.419	133.621	309	443	235.831	311.24	340	309.571	485.169	364	370.097	216.667	100	1236.42	170.703	801.841	148.751	459	759.104	263	373.211	557.873	254.555	252	920.062	230.988	800.807	341	250.989	608.475	278.112	201	522	854.088	496
ENST00000316292.13|ENSG00000156508.18|OTTHUMG00000015031.7|OTTHUMT00000041210.2|EEF1A1-202|EEF1A1|4441|protein_coding|	4441	4113.77	0	296.875	0	160.531	0	0	0	0	0	0	0	0	0	0	0	0	1.68284	0	0	93.2994	0	0	0	0	43.3006	1.71641	0	0	0	0	18.3766	0	0	0	0	0	0	0	1.63902	6.80763	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24299	0	0	0	0	0	0	0	1.66677	73.7241	0	74.6794	0	0	0	72.5267	1.67356	0	0	0	1.76179	0	0	0	0	0	0
ENST00000309268.11|ENSG00000156508.18|OTTHUMG00000015031.7|OTTHUMT00000128718.2|EEF1A1-201|EEF1A1|3512|protein_coding|	3512	3184.77	571.31	1148.99	588.321	478.09	319.212	657.936	329.575	1007.63	640.199	961.992	769.979	1986.1	560.233	526.107	728.809	378.54	562.235	638.63	982.043	173.246	1004.88	467.599	642.468	905.899	406.822	1021.28	307.161	159.32	919.368	382.321	215.649	270.346	552.423	97.2952	388.693	693.97	474.435	662.478	516.981	357.254	372.849	343.661	366	427.22	306.651	569.378	296.734	140.802	199.995	149.841	335.404	172.989	371.73	322.947	536.587	465.388	230.712	251.662	574.284	183.61	671.403	689.492	615.28	504.221	472.06	414.907	541.073	219.456	404.717	775.791	94.0086	424.465	516.188	848.516	411.667	583.377	461.184	301.185	475.105	490.237
ENST00000615060.4|ENSG00000156508.18|OTTHUMG00000015031.7|-|EEF1A1-211|EEF1A1|3508|protein_coding|	3508	3180.77	0	0	0	24.0014	23.0521	11.7007	0	33.3603	33.1942	11.1797	0	0	11.6088	0	0	10.6475	12.9544	0	24.0434	34.7931	114.709	68.1113	0	11.1288	11.2393	11.7502	0	45.0801	0	11.3885	0	0	0	10.3092	23.1021	0	32.2224	0	0	11.428	0	0	0	0	36.3506	0	0	0	73.6561	0	12.3188	0	0	0	0	0	0	11.4368	0	0	11.0851	11.7971	0	11.6993	85.8356	0	0	0	0	0	0	11.8196	11.6781	11.9794	11.5698	144.053	10.9662	0	0	11.2285
ENST00000610520.4|ENSG00000156508.18|OTTHUMG00000015031.7|-|EEF1A1-210|EEF1A1|3447|protein_coding|	3447	3119.77	21.4641	13.2291	32.5261	8.18035	0	11.5337	0	0	10.406	55.6527	22.3032	0	11.5418	24.861	0	0	25.9152	0	0	0	19.3794	10.7068	9.45296	10.4278	0	0	0	0	0	0	0	0	0	0	0	23.8753	7.30037	0	7.012	0	9.45115	0	8.93278	0	0	21.5306	10.4866	0	22.0697	0	0	0	0	7.95007	22.4409	0	16.8917	0	9.49243	0	12.8916	0	0	9.2164	8.73234	0	0	0	17.6675	17.8918	0	0	0	39.8729	30.9603	11.7229	10.3382	0	7.76013	0
ENST00000331523.6|ENSG00000156508.18|OTTHUMG00000015031.7|OTTHUMT00000128713.2|EEF1A1-203|EEF1A1|1923|protein_coding|	1923	1595.77	7450.89	12858.9	7619.68	6472.55	4413.94	10065.2	4972.13	14322.1	10556.7	14170.8	11507.1	10280	7704.72	6957.44	10614.5	6837.83	8158.66	8559.16	17513.1	3882.44	14203.4	6563.98	9843.88	12064.4	4499.08	12012.8	4377.14	2496.32	5452.22	4060.22	2050.18	3295.94	6374.37	2075.26	4150.22	9682.4	7712.96	9944.71	6649.11	3974.77	5365.65	4234.73	4767.19	5492.68	2670.26	7134.3	3245.14	2239.69	3116.98	1603.01	4813.78	2454.25	4608.54	2724.15	7321.58	5160.6	2268.44	3848.64	7027.79	2320.71	10075.9	10145.1	7492.41	8290.98	7320.33	5107.28	8313.88	3690.81	4904.53	9322.44	1857.29	6174.49	6773.69	10278.2	7739.64	6383.97	7399.13	3886.75	6557.44	6244.25
ENST00000356303.6|ENSG00000156508.18|OTTHUMG00000015031.7|OTTHUMT00000132694.2|EEF1A1-204|EEF1A1|635|protein_coding|	635	319.298	0	0	6.40702	0	0	0	0	2.07088	0	11.3717	0	0	0	2.91939	0	0	0	0	0	8.49831	0	0	0	0	0	0	0	0	0	0	0	0	9.26938	0	0	0	6.33253	0	0	0	0	0	4.42047	0	2.8286	19.4344	2.41553	0	0	0	0	0	0	0	0	4.72936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55826	0	0
ENST00000337147.11|ENSG00000092820.18|OTTHUMG00000015917.2|OTTHUMT00000042879.1|EZR-201|EZR|3068|protein_coding|	3068	2740.77	267.003	865.348	451.386	546.981	0	0	944.17	982.575	436.529	0	0	1129.37	20.1176	0	727.55	0	0	596.269	1679.43	387.274	607.737	787.905	71.6321	59.7924	1216.18	3.80488e-05	211.014	0	170.734	0	0	0	4.78201e-08	0	1.21663e-05	0	39.4099	0	152.712	0	0	0	445.712	0	0	0	212.638	1.738e-05	0	0	0	0	0	0	0	0	3.73052e-07	0	0	72.5019	0	200.485	108.166	0	0	181.98	2.93612e-07	0	487.382	0	184.024	0	187.207	330.7	0	0	0	0	0	0.000120502
